Year,MDB,Region,Industry,Area_watered,L_meta,Volume_applied,W_meta,Tree_br,Tree_nbr,K_Almonds,K_meta
2008,sMDB,VIC Goulburn-Broken,Pastures - Grazing,78791,2,211918,2,NA,NA,NA,NA
2009,sMDB,VIC Goulburn-Broken,Pastures - Grazing,112546,4,395292,4,NA,NA,NA,NA
2010,sMDB,VIC Goulburn-Broken,Pastures - Grazing,82889,2,228105,2,NA,NA,NA,NA
2011,sMDB,VIC Goulburn-Broken,Pastures - Grazing,104313,1,216717,1,NA,NA,NA,NA
2012,sMDB,VIC Goulburn-Broken,Pastures - Grazing,147794,1,427076,1,NA,NA,NA,NA
2013,sMDB,VIC Goulburn-Broken,Pastures - Grazing,178454,1,678283,1,NA,NA,NA,NA
2014,sMDB,VIC Goulburn-Broken,Pastures - Grazing,151117,1,573350,1,NA,NA,NA,NA
2015,sMDB,VIC Goulburn-Broken,Pastures - Grazing,187070,1,710163,1,NA,NA,NA,NA
2016,sMDB,VIC Goulburn-Broken,Pastures - Grazing,114583,1,393866,1,NA,NA,NA,NA
2017,sMDB,VIC Goulburn-Broken,Pastures - Grazing,136507,1,430970,1,NA,NA,NA,NA
2018,sMDB,VIC Goulburn-Broken,Pastures - Grazing,166058,1,570870,1,NA,NA,NA,NA
2019,sMDB,VIC Goulburn-Broken,Pastures - Grazing,109823,2,341884,2,NA,NA,NA,NA
2020,sMDB,VIC Goulburn-Broken,Pastures - Grazing,76951,2,219106,2,NA,NA,NA,NA
2006,sMDB,VIC Goulburn-Broken,Pastures - Hay,51851,2,160095,2,NA,NA,NA,NA
2007,sMDB,VIC Goulburn-Broken,Pastures - Hay,40786,2,125588,2,NA,NA,NA,NA
2008,sMDB,VIC Goulburn-Broken,Pastures - Hay,33972,2,89842,2,NA,NA,NA,NA
2009,sMDB,VIC Goulburn-Broken,Pastures - Hay,22300,2,60484,2,NA,NA,NA,NA
2010,sMDB,VIC Goulburn-Broken,Pastures - Hay,28483,2,66906,2,NA,NA,NA,NA
2011,sMDB,VIC Goulburn-Broken,Pastures - Hay,26396,1,41513,1,NA,NA,NA,NA
2012,sMDB,VIC Goulburn-Broken,Pastures - Hay,29867,1,56434,1,NA,NA,NA,NA
2013,sMDB,VIC Goulburn-Broken,Pastures - Hay,36856,1,105692,1,NA,NA,NA,NA
2014,sMDB,VIC Goulburn-Broken,Pastures - Hay,54410,1,163425,1,NA,NA,NA,NA
2015,sMDB,VIC Goulburn-Broken,Pastures - Hay,54475,1,147155,1,NA,NA,NA,NA
2016,sMDB,VIC Goulburn-Broken,Pastures - Hay,43680,1,117132,1,NA,NA,NA,NA
2017,sMDB,VIC Goulburn-Broken,Pastures - Hay,55764,1,149579,1,NA,NA,NA,NA
2018,sMDB,VIC Goulburn-Broken,Pastures - Hay,50073,1,152617,1,NA,NA,NA,NA
2019,sMDB,VIC Goulburn-Broken,Pastures - Hay,53905,2,130785,2,NA,NA,NA,NA
2020,sMDB,VIC Goulburn-Broken,Pastures - Hay,27279,2,59483,2,NA,NA,NA,NA
2006,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2007,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2008,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2009,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2010,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2011,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2012,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2013,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2014,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2015,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2016,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2017,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2018,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2019,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2020,sMDB,VIC Goulburn-Broken,Rice,0,7,0,7,NA,NA,NA,NA
2006,sMDB,VIC Goulburn-Broken,Vegetables,1916,2,8840,2,NA,NA,NA,NA
2007,sMDB,VIC Goulburn-Broken,Vegetables,1800,2,6021,2,NA,NA,NA,NA
2008,sMDB,VIC Goulburn-Broken,Vegetables,1653,2,6061,2,NA,NA,NA,NA
2009,sMDB,VIC Goulburn-Broken,Vegetables,1500,2,6518,2,NA,NA,NA,NA
2010,sMDB,VIC Goulburn-Broken,Vegetables,2126,2,9387,2,NA,NA,NA,NA
2011,sMDB,VIC Goulburn-Broken,Vegetables,1646,1,4979,1,NA,NA,NA,NA
2012,sMDB,VIC Goulburn-Broken,Vegetables,1639,1,9787,1,NA,NA,NA,NA
2013,sMDB,VIC Goulburn-Broken,Vegetables,1273,1,5633,1,NA,NA,NA,NA
2014,sMDB,VIC Goulburn-Broken,Vegetables,1418,1,4460,1,NA,NA,NA,NA
2015,sMDB,VIC Goulburn-Broken,Vegetables,1853,1,8199,1,NA,NA,NA,NA
2016,sMDB,VIC Goulburn-Broken,Vegetables,2953,1,16857,1,NA,NA,NA,NA
2017,sMDB,VIC Goulburn-Broken,Vegetables,1613,1,7469,1,NA,NA,NA,NA
2018,sMDB,VIC Goulburn-Broken,Vegetables,1749,1,8818,1,NA,NA,NA,NA
2019,sMDB,VIC Goulburn-Broken,Vegetables,2187,2,18624,2,NA,NA,NA,NA
2020,sMDB,VIC Goulburn-Broken,Vegetables,1330,2,6068,2,NA,NA,NA,NA
2006,sMDB,VIC Loddon-Campaspe,All other crops,4785,2,9688,2,NA,NA,NA,NA
2007,sMDB,VIC Loddon-Campaspe,All other crops,2111,8,3604,8,NA,NA,NA,NA
2008,sMDB,VIC Loddon-Campaspe,All other crops,2489,8,4494,8,NA,NA,NA,NA
2009,sMDB,VIC Loddon-Campaspe,All other crops,2722,8,4301,8,NA,NA,NA,NA
2010,sMDB,VIC Loddon-Campaspe,All other crops,2620,8,3562,8,NA,NA,NA,NA
2011,sMDB,VIC Loddon-Campaspe,All other crops,3500,1,4883,1,NA,NA,NA,NA
2012,sMDB,VIC Loddon-Campaspe,All other crops,4233,1,7697,1,NA,NA,NA,NA
2013,sMDB,VIC Loddon-Campaspe,All other crops,9474,1,19885,1,NA,NA,NA,NA
2014,sMDB,VIC Loddon-Campaspe,All other crops,7101,1,16139,1,NA,NA,NA,NA
2015,sMDB,VIC Loddon-Campaspe,All other crops,6287,1,12606,1,NA,NA,NA,NA
2016,sMDB,VIC Loddon-Campaspe,All other crops,9162,1,10945,1,NA,NA,NA,NA
2017,sMDB,VIC Loddon-Campaspe,All other crops,3539,1,4355,1,NA,NA,NA,NA
2018,sMDB,VIC Loddon-Campaspe,All other crops,12724,1,24534,1,NA,NA,NA,NA
2019,sMDB,VIC Loddon-Campaspe,All other crops,5280,2,9529,2,NA,NA,NA,NA
2020,sMDB,VIC Loddon-Campaspe,All other crops,4880,8,5112,8,NA,NA,NA,NA
2006,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2007,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2008,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2009,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2010,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2011,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2012,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2013,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2014,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2015,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2016,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2017,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2018,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2019,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2020,sMDB,VIC Loddon-Campaspe,Almonds,0,7,0,7,0,0,0,7
2006,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2007,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2008,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2009,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2010,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2011,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2012,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2013,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2014,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2015,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2016,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2017,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2018,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2019,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2020,sMDB,VIC Loddon-Campaspe,Cotton,0,7,0,7,NA,NA,NA,NA
2006,sMDB,VIC Loddon-Campaspe,Fruit,3447,2,12314,4,NA,NA,NA,NA
2007,sMDB,VIC Loddon-Campaspe,Fruit,3447,2,13569,4,NA,NA,NA,NA
2008,sMDB,VIC Loddon-Campaspe,Fruit,2947,2,12189,4,NA,NA,NA,NA
2009,sMDB,VIC Loddon-Campaspe,Fruit,3696,2,15497,4,NA,NA,NA,NA
2010,sMDB,VIC Loddon-Campaspe,Fruit,4280,2,15027,4,NA,NA,NA,NA
2011,sMDB,VIC Loddon-Campaspe,Fruit,4672,1,11799,7,NA,NA,NA,NA
2012,sMDB,VIC Loddon-Campaspe,Fruit,4068,1,15592,4,NA,NA,NA,NA
2013,sMDB,VIC Loddon-Campaspe,Fruit,514,1,921,7,NA,NA,NA,NA
2014,sMDB,VIC Loddon-Campaspe,Fruit,372,1,349,7,NA,NA,NA,NA
2015,sMDB,VIC Loddon-Campaspe,Fruit,875,1,2931,7,NA,NA,NA,NA
2016,sMDB,VIC Loddon-Campaspe,Fruit,222,1,860,7,NA,NA,NA,NA
2017,sMDB,VIC Loddon-Campaspe,Fruit,596,1,792,7,NA,NA,NA,NA
2018,sMDB,VIC Loddon-Campaspe,Fruit,423,1,1035,7,NA,NA,NA,NA
2019,sMDB,VIC Loddon-Campaspe,Fruit,406,7,2013,4,NA,NA,NA,NA
2020,sMDB,VIC Loddon-Campaspe,Fruit,407,7,1898,4,NA,NA,NA,NA
2006,sMDB,VIC Loddon-Campaspe,Grapevines,1374,2,3147,2,NA,NA,NA,NA
2007,sMDB,VIC Loddon-Campaspe,Grapevines,1308,2,3910,2,NA,NA,NA,NA
2008,sMDB,VIC Loddon-Campaspe,Grapevines,1092,2,3475,2,NA,NA,NA,NA
2009,sMDB,VIC Loddon-Campaspe,Grapevines,1049,2,3285,2,NA,NA,NA,NA
2010,sMDB,VIC Loddon-Campaspe,Grapevines,1103,2,3575,2,NA,NA,NA,NA
2011,sMDB,VIC Loddon-Campaspe,Grapevines,1035,1,2005,1,NA,NA,NA,NA
2012,sMDB,VIC Loddon-Campaspe,Grapevines,1037,1,1382,1,NA,NA,NA,NA
2013,sMDB,VIC Loddon-Campaspe,Grapevines,604,1,1167,1,NA,NA,NA,NA
2014,sMDB,VIC Loddon-Campaspe,Grapevines,353,1,672,1,NA,NA,NA,NA
2015,sMDB,VIC Loddon-Campaspe,Grapevines,469,1,431,1,NA,NA,NA,NA
2016,sMDB,VIC Loddon-Campaspe,Grapevines,743,1,1030,1,NA,NA,NA,NA
2017,sMDB,VIC Loddon-Campaspe,Grapevines,628,1,649,1,NA,NA,NA,NA
2018,sMDB,VIC Loddon-Campaspe,Grapevines,1003,1,1237,1,NA,NA,NA,NA
2019,sMDB,VIC Loddon-Campaspe,Grapevines,794,2,3207,2,NA,NA,NA,NA
2020,sMDB,VIC Loddon-Campaspe,Grapevines,704,2,2373,2,NA,NA,NA,NA
2006,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,16369,2,69974,2,NA,NA,NA,NA
2007,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,9117,2,39348,2,NA,NA,NA,NA
2008,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,8310,2,22577,2,NA,NA,NA,NA
2009,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,6703,2,18175,2,NA,NA,NA,NA
2010,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,6244,2,18997,2,NA,NA,NA,NA
2011,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,9750,1,21371,1,NA,NA,NA,NA
2012,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,12095,1,46398,1,NA,NA,NA,NA
2013,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,9434,1,36379,1,NA,NA,NA,NA
2014,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,9480,1,26387,1,NA,NA,NA,NA
2015,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,12134,1,46984,1,NA,NA,NA,NA
2016,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,14613,1,37875,1,NA,NA,NA,NA
2017,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,7338,1,29294,1,NA,NA,NA,NA
2018,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,14983,1,46622,1,NA,NA,NA,NA
2019,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,8737,2,26784,2,NA,NA,NA,NA
2020,sMDB,VIC Loddon-Campaspe,Pastures - Grazing,6187,2,17397,2,NA,NA,NA,NA
2006,sMDB,VIC Loddon-Campaspe,Pastures - Hay,8723,2,29428,2,NA,NA,NA,NA
2007,sMDB,VIC Loddon-Campaspe,Pastures - Hay,4678,2,14516,2,NA,NA,NA,NA
2008,sMDB,VIC Loddon-Campaspe,Pastures - Hay,7739,2,18494,2,NA,NA,NA,NA
2009,sMDB,VIC Loddon-Campaspe,Pastures - Hay,2927,2,7025,2,NA,NA,NA,NA
2010,sMDB,VIC Loddon-Campaspe,Pastures - Hay,5024,4,14646,4,NA,NA,NA,NA
2011,sMDB,VIC Loddon-Campaspe,Pastures - Hay,2879,1,5157,1,NA,NA,NA,NA
2012,sMDB,VIC Loddon-Campaspe,Pastures - Hay,8500,1,30753,1,NA,NA,NA,NA
2013,sMDB,VIC Loddon-Campaspe,Pastures - Hay,4860,1,23183,1,NA,NA,NA,NA
2014,sMDB,VIC Loddon-Campaspe,Pastures - Hay,6757,1,23202,1,NA,NA,NA,NA
2015,sMDB,VIC Loddon-Campaspe,Pastures - Hay,9120,1,24207,1,NA,NA,NA,NA
2016,sMDB,VIC Loddon-Campaspe,Pastures - Hay,7055,1,24970,1,NA,NA,NA,NA
2017,sMDB,VIC Loddon-Campaspe,Pastures - Hay,2859,1,15294,1,NA,NA,NA,NA
2018,sMDB,VIC Loddon-Campaspe,Pastures - Hay,3254,1,19012,1,NA,NA,NA,NA
2019,sMDB,VIC Loddon-Campaspe,Pastures - Hay,3521,2,8677,2,NA,NA,NA,NA
2020,sMDB,VIC Loddon-Campaspe,Pastures - Hay,2816,2,6407,2,NA,NA,NA,NA
2006,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2007,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2008,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2009,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2010,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2011,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2012,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2013,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2014,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2015,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2016,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2017,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2018,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2019,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2020,sMDB,VIC Loddon-Campaspe,Rice,0,7,0,7,NA,NA,NA,NA
2006,sMDB,VIC Loddon-Campaspe,Vegetables,2454,2,14001,2,NA,NA,NA,NA
2007,sMDB,VIC Loddon-Campaspe,Vegetables,1666,2,8324,2,NA,NA,NA,NA
2008,sMDB,VIC Loddon-Campaspe,Vegetables,3122,2,15471,2,NA,NA,NA,NA
2009,sMDB,VIC Loddon-Campaspe,Vegetables,2469,2,13380,2,NA,NA,NA,NA
2010,sMDB,VIC Loddon-Campaspe,Vegetables,2931,2,14941,2,NA,NA,NA,NA
2011,sMDB,VIC Loddon-Campaspe,Vegetables,2681,1,6507,1,NA,NA,NA,NA
2012,sMDB,VIC Loddon-Campaspe,Vegetables,3333,1,13110,1,NA,NA,NA,NA
2013,sMDB,VIC Loddon-Campaspe,Vegetables,2368,1,11473,1,NA,NA,NA,NA
2014,sMDB,VIC Loddon-Campaspe,Vegetables,2470,1,12252,1,NA,NA,NA,NA
2015,sMDB,VIC Loddon-Campaspe,Vegetables,2275,1,9649,1,NA,NA,NA,NA
2016,sMDB,VIC Loddon-Campaspe,Vegetables,1098,1,5672,1,NA,NA,NA,NA
2017,sMDB,VIC Loddon-Campaspe,Vegetables,2096,1,9388,1,NA,NA,NA,NA
2018,sMDB,VIC Loddon-Campaspe,Vegetables,1462,1,6231,1,NA,NA,NA,NA
2019,sMDB,VIC Loddon-Campaspe,Vegetables,732,2,3847,2,NA,NA,NA,NA
2020,sMDB,VIC Loddon-Campaspe,Vegetables,687,2,3248,2,NA,NA,NA,NA
2006,sMDB,VIC Murray Above,All other crops,3395,2,8368,2,NA,NA,NA,NA
2007,sMDB,VIC Murray Above,All other crops,1563,8,3872,8,NA,NA,NA,NA
2008,sMDB,VIC Murray Above,All other crops,603,8,955,8,NA,NA,NA,NA
2009,sMDB,VIC Murray Above,All other crops,1088,8,2061,4,NA,NA,NA,NA
2010,sMDB,VIC Murray Above,All other crops,2024,8,3640,8,NA,NA,NA,NA
2011,sMDB,VIC Murray Above,All other crops,2428,1,4572,1,NA,NA,NA,NA
2012,sMDB,VIC Murray Above,All other crops,5928,1,9937,1,NA,NA,NA,NA
2013,sMDB,VIC Murray Above,All other crops,1532,1,3846,1,NA,NA,NA,NA
2014,sMDB,VIC Murray Above,All other crops,2794,1,5786,1,NA,NA,NA,NA
2015,sMDB,VIC Murray Above,All other crops,1887,8,3672,8,NA,NA,NA,NA
2016,sMDB,VIC Murray Above,All other crops,5120,1,9449,1,NA,NA,NA,NA
2017,sMDB,VIC Murray Above,All other crops,6947,1,11422,1,NA,NA,NA,NA
2018,sMDB,VIC Murray Above,All other crops,5443,1,8283,1,NA,NA,NA,NA
2019,sMDB,VIC Murray Above,All other crops,6395,2,10370,2,NA,NA,NA,NA
2020,sMDB,VIC Murray Above,All other crops,2354,8,6202,8,NA,NA,NA,NA
2006,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2007,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2008,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2009,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2010,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2011,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2012,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2013,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2014,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2015,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2016,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2017,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2018,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2019,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2020,sMDB,VIC Murray Above,Almonds,0,7,0,7,0,0,0,7
2006,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2007,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2008,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2009,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2010,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2011,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2012,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2013,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2014,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2015,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2016,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2017,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2018,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2019,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2020,sMDB,VIC Murray Above,Cotton,0,7,0,7,NA,NA,NA,NA
2006,sMDB,VIC Murray Above,Fruit,3038,2,12083,4,NA,NA,NA,NA
2007,sMDB,VIC Murray Above,Fruit,3154,2,15001,4,NA,NA,NA,NA
2008,sMDB,VIC Murray Above,Fruit,2477,2,11169,4,NA,NA,NA,NA
2009,sMDB,VIC Murray Above,Fruit,3237,2,15400,4,NA,NA,NA,NA
2010,sMDB,VIC Murray Above,Fruit,3108,2,12564,4,NA,NA,NA,NA
2011,sMDB,VIC Murray Above,Fruit,3304,1,9848,7,NA,NA,NA,NA
2012,sMDB,VIC Murray Above,Fruit,2669,1,10561,7,NA,NA,NA,NA
2013,sMDB,VIC Murray Above,Fruit,2841,1,13103,7,NA,NA,NA,NA
2014,sMDB,VIC Murray Above,Fruit,2505,1,11738,7,NA,NA,NA,NA
2015,sMDB,VIC Murray Above,Fruit,3288,1,14030,7,NA,NA,NA,NA
2016,sMDB,VIC Murray Above,Fruit,2365,1,11960,7,NA,NA,NA,NA
2017,sMDB,VIC Murray Above,Fruit,3121,1,15096,7,NA,NA,NA,NA
2018,sMDB,VIC Murray Above,Fruit,2402,1,11271,7,NA,NA,NA,NA
2019,sMDB,VIC Murray Above,Fruit,2208,7,11860,4,NA,NA,NA,NA
2020,sMDB,VIC Murray Above,Fruit,2091,7,10843,4,NA,NA,NA,NA
2006,sMDB,VIC Murray Above,Grapevines,465,2,680,2,NA,NA,NA,NA
2007,sMDB,VIC Murray Above,Grapevines,377,2,852,2,NA,NA,NA,NA
2008,sMDB,VIC Murray Above,Grapevines,359,2,584,2,NA,NA,NA,NA
2009,sMDB,VIC Murray Above,Grapevines,241,2,412,2,NA,NA,NA,NA
2010,sMDB,VIC Murray Above,Grapevines,395,2,580,2,NA,NA,NA,NA
2011,sMDB,VIC Murray Above,Grapevines,328,1,359,1,NA,NA,NA,NA
2012,sMDB,VIC Murray Above,Grapevines,474,1,751,1,NA,NA,NA,NA
2013,sMDB,VIC Murray Above,Grapevines,316,1,911,1,NA,NA,NA,NA
2014,sMDB,VIC Murray Above,Grapevines,36,1,67,1,NA,NA,NA,NA
2015,sMDB,VIC Murray Above,Grapevines,108,1,224,1,NA,NA,NA,NA
2016,sMDB,VIC Murray Above,Grapevines,511,1,724,1,NA,NA,NA,NA
2017,sMDB,VIC Murray Above,Grapevines,613,1,985,1,NA,NA,NA,NA
2018,sMDB,VIC Murray Above,Grapevines,951,1,1872,1,NA,NA,NA,NA
2019,sMDB,VIC Murray Above,Grapevines,862,2,1864,2,NA,NA,NA,NA
2020,sMDB,VIC Murray Above,Grapevines,995,2,2024,2,NA,NA,NA,NA
2006,sMDB,VIC Murray Above,Pastures - Grazing,47558,2,202643,2,NA,NA,NA,NA
2007,sMDB,VIC Murray Above,Pastures - Grazing,29476,2,122733,2,NA,NA,NA,NA
2008,sMDB,VIC Murray Above,Pastures - Grazing,25218,2,77456,2,NA,NA,NA,NA
2009,sMDB,VIC Murray Above,Pastures - Grazing,28087,4,106785,4,NA,NA,NA,NA
2010,sMDB,VIC Murray Above,Pastures - Grazing,21237,2,63221,2,NA,NA,NA,NA
2011,sMDB,VIC Murray Above,Pastures - Grazing,31617,1,73917,1,NA,NA,NA,NA
2012,sMDB,VIC Murray Above,Pastures - Grazing,31911,1,77770,1,NA,NA,NA,NA
2013,sMDB,VIC Murray Above,Pastures - Grazing,36245,1,148549,1,NA,NA,NA,NA
2014,sMDB,VIC Murray Above,Pastures - Grazing,30247,1,100322,1,NA,NA,NA,NA
2015,sMDB,VIC Murray Above,Pastures - Grazing,17687,1,81741,1,NA,NA,NA,NA
2016,sMDB,VIC Murray Above,Pastures - Grazing,36561,1,127455,1,NA,NA,NA,NA
2017,sMDB,VIC Murray Above,Pastures - Grazing,32938,1,99741,1,NA,NA,NA,NA
2018,sMDB,VIC Murray Above,Pastures - Grazing,27871,1,101435,1,NA,NA,NA,NA
2019,sMDB,VIC Murray Above,Pastures - Grazing,20495,2,65620,2,NA,NA,NA,NA
2020,sMDB,VIC Murray Above,Pastures - Grazing,14144,2,41889,2,NA,NA,NA,NA
2006,sMDB,VIC Murray Above,Pastures - Hay,11672,2,35393,2,NA,NA,NA,NA
2007,sMDB,VIC Murray Above,Pastures - Hay,12939,2,39699,2,NA,NA,NA,NA
2008,sMDB,VIC Murray Above,Pastures - Hay,10331,2,30793,2,NA,NA,NA,NA
2009,sMDB,VIC Murray Above,Pastures - Hay,6294,2,17949,2,NA,NA,NA,NA
2010,sMDB,VIC Murray Above,Pastures - Hay,5541,2,13928,2,NA,NA,NA,NA
2011,sMDB,VIC Murray Above,Pastures - Hay,8965,1,15272,1,NA,NA,NA,NA
2012,sMDB,VIC Murray Above,Pastures - Hay,5845,1,14805,1,NA,NA,NA,NA
2013,sMDB,VIC Murray Above,Pastures - Hay,14715,1,40643,1,NA,NA,NA,NA
2014,sMDB,VIC Murray Above,Pastures - Hay,7911,1,16912,1,NA,NA,NA,NA
2015,sMDB,VIC Murray Above,Pastures - Hay,6829,1,18018,1,NA,NA,NA,NA
2016,sMDB,VIC Murray Above,Pastures - Hay,14054,1,34387,1,NA,NA,NA,NA
